Date,District_Name,Today_Positive,Total_Positive,Today_Discharge,Total_Discharge,Total_Active_Cases,Today_Deaths,Total_Deaths,Total_Population
20-05-2021,Bagalakot,23.87,16.1,19.84,12.88,3.09,0,13.07,"18,89,752"
21-05-2021,Bagalakot,14.55,16.25,46.83,13.35,2.77,0.05,13.12,"18,89,752"
22-05-2021,Bagalakot,15.08,16.4,33.23,13.68,2.59,0.26,13.39,"18,89,752"
23-05-2021,Bagalakot,11.54,16.51,33.07,14.01,2.37,0.21,13.6,"18,89,752"
24-05-2021,Bagalakot,14.98,16.66,43.71,14.45,2.08,0.37,13.97,"18,89,752"
25-05-2021,Bagalakot,11.17,16.77,22.54,14.67,1.96,0.05,14.02,"18,89,752"
26-05-2021,Bagalakot,12.96,16.9,29,14.96,1.8,0.16,14.18,"18,89,752"
27-05-2021,Bagalakot,11.32,17.02,16.51,15.13,1.75,0.11,14.29,"18,89,752"
28-05-2021,Bagalakot,13.34,17.15,24.08,15.37,1.64,0.16,14.45,"18,89,752"
29-05-2021,Bagalakot,8.78,17.24,12.17,15.49,1.6,0.11,14.55,"18,89,752"
30-05-2021,Bagalakot,10.21,17.34,51.38,16,1.19,0.11,14.66,"18,89,752"
31-05-2021,Bagalakot,10.27,17.44,11.43,16.12,1.18,0.21,14.87,"18,89,752"
01-06-2021,Bagalakot,11.48,17.56,31.86,16.44,0.97,0,14.87,"18,89,752"
02-06-2021,Bagalakot,13.86,17.7,11.91,16.55,0.99,0.05,14.92,"18,89,752"
03-06-2021,Bagalakot,10.27,17.8,7.04,16.62,1.02,0.16,15.08,"18,89,752"
04-06-2021,Bagalakot,11.01,17.91,8.57,16.71,1.05,0.05,15.13,"18,89,752"
05-06-2021,Bagalakot,9.26,18,6.67,16.78,1.07,0,15.13,"18,89,752"
06-06-2021,Bagalakot,8.78,18.09,6.77,16.85,1.09,0,15.13,"18,89,752"
07-06-2021,Bagalakot,5.93,18.15,10.21,16.95,1.05,0.16,15.29,"18,89,752"
08-06-2021,Bagalakot,2.43,18.17,4.82,17,1.02,0.26,15.56,"18,89,752"
09-06-2021,Bagalakot,5.08,18.22,7.57,17.07,1,0.05,15.61,"18,89,752"
10-06-2021,Bagalakot,3.81,18.26,2.49,17.1,1.01,0.16,15.77,"18,89,752"
11-06-2021,Bagalakot,3.86,18.3,5.08,17.15,0.99,0.21,15.98,"18,89,752"
12-06-2021,Bagalakot,3.7,18.34,10.64,17.25,0.93,0,15.98,"18,89,752"
13-06-2021,Bagalakot,3.28,18.37,6.4,17.32,0.89,0,15.98,"18,89,752"
14-06-2021,Bagalakot,3.02,18.4,16.56,17.48,0.76,0.11,16.09,"18,89,752"
15-06-2021,Bagalakot,1.22,18.41,11.54,17.6,0.65,0,16.09,"18,89,752"
16-06-2021,Bagalakot,2.49,18.44,7.57,17.67,0.6,0,16.09,"18,89,752"
17-06-2021,Bagalakot,1.16,18.45,4.45,17.72,0.57,0,16.09,"18,89,752"
18-06-2021,Bagalakot,0.37,18.45,8.47,17.8,0.49,0.16,16.25,"18,89,752"
19-06-2021,Bagalakot,0.58,18.46,12.38,17.93,0.37,0,16.25,"18,89,752"
20-06-2021,Bagalakot,0.53,18.46,3.7,17.96,0.34,0.05,16.3,"18,89,752"
21-06-2021,Bagalakot,1.22,18.48,2.54,17.99,0.32,0,16.3,"18,89,752"
22-06-2021,Bagalakot,0.37,18.48,2.33,18.01,0.3,0.05,16.35,"18,89,752"
01-07-2020,Ballari,3.47,0.37,0,0.17,0.2,1.18,0,"24,52,595"
02-07-2020,Ballari,2.65,0.4,2.53,0.19,0.2,1.35,0,"24,52,595"
03-07-2020,Ballari,3.95,0.44,1.14,0.2,0.23,1.39,0,"24,52,595"
04-07-2020,Ballari,2.98,0.47,0.82,0.21,0.25,1.39,0,"24,52,595"
05-07-2020,Ballari,3.67,0.51,1.51,0.23,0.27,1.43,0,"24,52,595"
06-07-2020,Ballari,4.04,0.55,0.73,0.23,0.3,1.47,0,"24,52,595"
07-07-2020,Ballari,1.83,0.57,1.1,0.24,0.31,1.47,0,"24,52,595"
08-07-2020,Ballari,2.41,0.59,1.22,0.26,0.32,1.63,0,"24,52,595"
10-07-2020,Ballari,2.69,0.63,3.14,0.3,0.31,1.67,0,"24,52,595"
11-07-2020,Ballari,2.65,0.66,9.38,0.4,0.25,1.71,0,"24,52,595"
12-07-2020,Ballari,2.57,0.69,0.82,0.4,0.26,0,1.71,"24,52,595"
13-07-2020,Ballari,4.32,0.73,1.3,0.42,0.29,0,1.71,"24,52,595"
14-07-2020,Ballari,4.04,0.77,0.69,0.42,0.33,0.2,1.92,"24,52,595"
15-07-2020,Ballari,5.55,0.82,2.49,0.45,0.36,0,1.92,"24,52,595"
16-07-2020,Ballari,1.79,0.84,1.83,0.47,0.35,0.16,2.08,"24,52,595"
17-07-2020,Ballari,5.42,0.9,1.39,0.48,0.39,0.12,2.2,"24,52,595"
19-07-2020,Ballari,2.98,0.99,3.47,0.53,0.44,0.12,2.45,"24,52,595"
20-07-2020,Ballari,9.54,1.09,1.47,0.54,0.52,0.08,2.53,"24,52,595"
21-07-2020,Ballari,7.87,1.16,0.33,0.54,0.6,0,2.53,"24,52,595"
22-07-2020,Ballari,5.46,1.22,1.59,0.56,0.63,0,2.53,"24,52,595"
23-07-2020,Ballari,6.69,1.29,1.47,0.57,0.68,0.2,2.73,"24,52,595"
24-07-2020,Ballari,5.55,1.34,2.16,0.6,0.72,0.08,2.81,"24,52,595"
25-07-2020,Ballari,9.05,1.43,3.26,0.63,0.78,0,2.81,"24,52,595"
26-07-2020,Ballari,23.61,1.67,0.69,0.63,1,0,2.81,"24,52,595"
27-07-2020,Ballari,34.25,2.01,1.75,0.65,1.33,0.12,2.94,"24,52,595"
28-07-2020,Ballari,18.43,2.19,21.57,0.87,1.3,0,2.94,"24,52,595"
29-07-2020,Ballari,13.78,2.33,4.08,0.91,1.39,0.08,3.02,"24,52,595"
30-07-2020,Ballari,13.99,2.47,13.74,1.05,1.4,0,3.02,"24,52,595"
31-07-2020,Ballari,13.86,2.61,6.03,1.1,1.48,0,3.02,"24,52,595"
01-08-2020,Ballari,10.97,2.72,16.64,1.27,1.42,0.04,3.06,"24,52,595"
02-08-2020,Ballari,15.37,2.87,4.28,1.31,1.53,0.08,3.14,"24,52,595"
03-08-2020,Ballari,12.44,3,0.73,1.32,1.64,0.08,3.22,"24,52,595"
04-08-2020,Ballari,11.58,3.11,19.69,1.52,1.56,0.2,3.42,"24,52,595"
06-08-2020,Ballari,17.57,3.55,17.25,1.75,1.76,0.16,3.59,"24,52,595"
07-08-2020,Ballari,27.89,3.83,25.56,2.01,1.78,0.2,3.79,"24,52,595"
08-08-2020,Ballari,24.75,4.07,7.34,2.08,1.95,0.37,4.16,"24,52,595"
09-08-2020,Ballari,15.49,4.23,6.03,2.14,2.04,0.37,4.53,"24,52,595"
10-08-2020,Ballari,10.32,4.33,7.87,2.22,2.06,0.29,4.81,"24,52,595"
11-08-2020,Ballari,30.01,4.63,16.47,2.39,2.2,0.16,4.97,"24,52,595"
12-08-2020,Ballari,25.89,4.89,15.49,2.54,2.3,0.37,5.3,"24,52,595"
13-08-2020,Ballari,18.14,5.07,17.94,2.72,2.3,0.37,5.67,"24,52,595"
14-08-2020,Ballari,24.79,5.32,11.29,2.83,2.43,0.37,6.03,"24,52,595"
15-08-2020,Ballari,30.95,5.63,22.67,3.06,2.51,0.24,6.28,"24,52,595"
16-08-2020,Ballari,15.53,5.78,28.7,3.35,2.37,0.37,6.65,"24,52,595"
17-08-2020,Ballari,13.01,5.91,14.11,3.49,2.36,0.24,6.89,"24,52,595"
18-08-2020,Ballari,27.44,6.19,20.39,3.69,2.43,0.37,7.26,"24,52,595"
19-08-2020,Ballari,21.9,6.41,25.65,3.95,2.38,0.37,7.62,"24,52,595"
20-08-2020,Ballari,19.69,6.61,15.86,4.11,2.42,0.33,7.95,"24,52,595"
21-08-2020,Ballari,22.02,6.83,16.47,4.27,2.47,0.37,8.32,"24,52,595"
22-08-2020,Ballari,21.73,7.04,21.28,4.48,2.47,0.29,8.6,"24,52,595"
23-08-2020,Ballari,16.55,7.21,12.4,4.61,2.51,0.29,8.89,"24,52,595"
24-08-2020,Ballari,12.48,7.33,18.02,4.79,2.45,0.24,9.13,"24,52,595"
25-08-2020,Ballari,22.47,7.56,40.94,5.2,2.27,0.24,9.38,"24,52,595"
26-08-2020,Ballari,20.79,7.77,21.04,5.41,2.26,0.29,9.66,"24,52,595"
27-08-2020,Ballari,22.43,7.99,18.76,5.6,2.3,0.24,9.91,"24,52,595"
28-08-2020,Ballari,19.73,8.19,25.4,5.85,2.24,0.2,10.11,"24,52,595"
29-08-2020,Ballari,19.08,8.38,31.52,6.16,2.11,0.16,10.27,"24,52,595"
30-08-2020,Ballari,17.45,8.55,11.17,6.28,2.17,0.12,10.4,"24,52,595"
31-08-2020,Ballari,14.88,8.7,23.65,6.51,2.08,0.2,10.6,"24,52,595"
01-09-2020,Ballari,16.02,8.86,14.31,6.66,2.1,0.16,10.76,"24,52,595"
02-09-2020,Ballari,17.65,9.04,19.16,6.85,2.08,0.2,10.97,"24,52,595"
03-09-2020,Ballari,17.29,9.21,17.78,7.03,2.07,0.16,11.13,"24,52,595"
04-09-2020,Ballari,18.23,9.39,16.68,7.19,2.09,0.33,11.46,"24,52,595"
06-09-2020,Ballari,16.15,9.7,26.22,7.69,1.89,0.33,11.99,"24,52,595"
07-09-2020,Ballari,10.85,9.81,26.58,7.95,1.74,0.29,12.27,"24,52,595"
08-09-2020,Ballari,16.47,9.98,8.56,8.04,1.82,0.24,12.52,"24,52,595"
09-09-2020,Ballari,22.79,10.21,20.02,8.24,1.84,0.33,12.84,"24,52,595"
10-09-2020,Ballari,15.29,10.36,16.92,8.41,1.82,0.29,13.13,"24,52,595"
11-09-2020,Ballari,15.58,10.51,14.64,8.55,1.83,0.33,13.46,"24,52,595"
12-09-2020,Ballari,14.92,10.66,14.15,8.69,1.83,0.33,13.78,"24,52,595"
13-09-2020,Ballari,26.95,10.93,16.55,8.86,1.93,0.33,14.11,"24,52,595"
14-09-2020,Ballari,10.76,11.04,11.17,8.97,1.93,0.29,14.39,"24,52,595"
15-09-2020,Ballari,2.2,11.06,0,8.97,1.95,0,14.39,"24,52,595"
16-09-2020,Ballari,15.53,11.22,0,8.97,2.1,0,14.39,"24,52,595"
17-09-2020,Ballari,27.6,11.49,38.86,9.36,1.99,0.29,14.68,"24,52,595"
18-09-2020,Ballari,12.07,11.61,14.76,9.51,1.95,1.02,15.7,"24,52,595"
19-09-2020,Ballari,12.23,11.74,8.77,9.59,1.98,0.29,15.98,"24,52,595"
20-09-2020,Ballari,12.15,11.86,7.14,9.67,2.03,0.33,16.31,"24,52,595"
21-09-2020,Ballari,7.99,11.94,38.9,10.06,1.72,0.37,16.68,"24,52,595"
22-09-2020,Ballari,7.38,12.01,18.35,10.24,1.6,0.37,17.04,"24,52,595"
23-09-2020,Ballari,7.83,12.09,0,10.24,1.68,0,17.04,"24,52,595"
24-09-2020,Ballari,0.86,12.1,3.26,10.27,1.65,0.41,17.45,"24,52,595"
25-09-2020,Ballari,20.31,12.3,8.48,10.36,1.77,0.33,17.78,"24,52,595"
26-09-2020,Ballari,18.84,12.49,21.45,10.57,1.74,0.29,18.06,"24,52,595"
27-09-2020,Ballari,12.64,12.62,25.89,10.83,1.6,0.37,18.43,"24,52,595"
28-09-2020,Ballari,6.69,12.68,60.71,11.44,1.06,0.24,18.67,"24,52,595"
29-09-2020,Ballari,12.76,12.81,12.03,11.56,1.07,0.08,18.76,"24,52,595"
30-09-2020,Ballari,4.44,12.86,19.94,11.76,0.91,0.08,18.84,"24,52,595"
01-10-2020,Ballari,19.82,13.05,3.18,11.79,1.08,0.08,18.92,"24,52,595"
02-10-2020,Ballari,10.68,13.16,2.32,11.81,1.16,0.08,19,"24,52,595"
03-10-2020,Ballari,10.32,13.26,9.79,11.91,1.16,0.16,19.16,"24,52,595"
04-10-2020,Ballari,12.4,13.39,9.58,12,1.19,0.12,19.29,"24,52,595"
05-10-2020,Ballari,6.93,13.46,9.5,12.1,1.16,0.2,19.49,"24,52,595"
06-10-2020,Ballari,10.32,13.56,14.43,12.24,1.12,0.16,19.65,"24,52,595"
07-10-2020,Ballari,10.52,13.67,5.02,12.29,1.17,0,19.65,"24,52,595"
08-10-2020,Ballari,10.11,13.77,11.21,12.41,1.16,0.12,19.77,"24,52,595"
09-10-2020,Ballari,8.85,13.85,14.56,12.55,1.1,0.08,19.86,"24,52,595"
10-10-2020,Ballari,9.17,13.95,11.09,12.66,1.08,0.12,19.98,"24,52,595"
11-10-2020,Ballari,9.21,14.04,15.33,12.82,1.02,0.08,20.06,"24,52,595"
12-10-2020,Ballari,5.79,14.1,7.3,12.89,1.01,0.08,20.14,"24,52,595"
13-10-2020,Ballari,1.55,14.11,10.11,12.99,0.92,0.12,20.26,"24,52,595"
14-10-2020,Ballari,11.21,14.22,7.38,13.06,0.96,0.12,20.39,"24,52,595"
15-10-2020,Ballari,11.5,14.34,9.42,13.16,0.98,0.12,20.51,"24,52,595"
16-10-2020,Ballari,7.09,14.41,11.54,13.27,0.93,0.08,20.59,"24,52,595"
17-10-2020,Ballari,7.71,14.49,16.27,13.44,0.84,0.08,20.67,"24,52,595"
18-10-2020,Ballari,6.97,14.56,8.44,13.52,0.83,0.08,20.75,"24,52,595"
19-10-2020,Ballari,7.58,14.63,11.46,13.64,0.79,0.12,20.88,"24,52,595"
20-10-2020,Ballari,7.67,14.71,6.69,13.7,0.8,0.04,20.92,"24,52,595"
21-10-2020,Ballari,5.91,14.77,8.56,13.79,0.77,0.08,21,"24,52,595"
22-10-2020,Ballari,8.89,14.86,7.26,13.86,0.79,0.08,21.08,"24,52,595"
24-10-2020,Ballari,5.26,14.96,8.2,14.02,0.73,0.08,21.24,"24,52,595"
25-10-2020,Ballari,5.38,15.01,7.14,14.09,0.71,0.08,21.32,"24,52,595"
26-10-2020,Ballari,1.92,15.03,6.85,14.16,0.66,0.08,21.41,"24,52,595"
27-10-2020,Ballari,2.61,15.06,6.85,14.22,0.62,0.12,21.53,"24,52,595"
28-10-2020,Ballari,2.81,15.08,7.58,14.3,0.57,0.12,21.65,"24,52,595"
29-10-2020,Ballari,3.02,15.11,7.14,14.37,0.53,0,21.65,"24,52,595"
30-10-2020,Ballari,3.34,15.15,7.99,14.45,0.48,0.16,21.81,"24,52,595"
31-10-2020,Ballari,2.85,15.18,6.77,14.52,0.44,0.08,21.9,"24,52,595"
01-12-2020,Ballari,0.29,15.6,0.98,15.27,0.08,0.04,23.77,"24,52,595"
02-12-2020,Ballari,0.82,15.6,1.3,15.29,0.08,0,23.77,"24,52,595"
03-12-2020,Ballari,0.9,15.61,0.82,15.3,0.08,0,23.77,"24,52,595"
04-12-2020,Ballari,0.53,15.62,1.06,15.31,0.07,0,23.77,"24,52,595"
05-12-2020,Ballari,0.94,15.63,0.65,15.31,0.08,0.04,23.81,"24,52,595"
06-12-2020,Ballari,1.14,15.64,0.94,15.32,0.08,0,23.81,"24,52,595"
07-12-2020,Ballari,0.61,15.64,1.1,15.33,0.07,0.04,23.85,"24,52,595"
08-12-2020,Ballari,0.9,15.65,0.61,15.34,0.08,0.04,23.89,"24,52,595"
09-12-2020,Ballari,0.61,15.66,0.49,15.34,0.08,0,23.89,"24,52,595"
10-12-2020,Ballari,1.1,15.67,0.37,15.35,0.08,0.04,23.93,"24,52,595"
11-12-2020,Ballari,0.82,15.68,0.61,15.35,0.09,0,23.93,"24,52,595"
12-12-2020,Ballari,0.94,15.69,0.77,15.36,0.09,0.04,23.97,"24,52,595"
13-12-2020,Ballari,1.47,15.7,0.57,15.37,0.1,0,23.97,"24,52,595"
14-12-2020,Ballari,0.69,15.71,0.82,15.38,0.09,0.04,24.02,"24,52,595"
15-12-2020,Ballari,0.69,15.72,1.1,15.39,0.09,0,24.02,"24,52,595"
16-12-2020,Ballari,0.69,15.72,1.02,15.4,0.09,0.04,24.06,"24,52,595"
17-12-2020,Ballari,0.86,15.73,0.57,15.4,0.09,0,24.06,"24,52,595"
18-12-2020,Ballari,0.98,15.74,0.73,15.41,0.09,0.04,24.1,"24,52,595"
19-12-2020,Ballari,0.98,15.75,0.82,15.42,0.09,0.04,24.14,"24,52,595"
20-12-2020,Ballari,0.77,15.76,0.65,15.42,0.09,0,24.14,"24,52,595"
21-12-2020,Ballari,1.47,15.77,1.02,15.43,0.1,0.04,24.18,"24,52,595"
22-12-2020,Ballari,1.67,15.79,1.14,15.45,0.1,0.04,24.22,"24,52,595"
23-12-2020,Ballari,0.82,15.8,0.94,15.46,0.1,0.04,24.26,"24,52,595"
24-12-2020,Ballari,1.14,15.81,0.73,15.46,0.11,0,24.26,"24,52,595"
25-12-2020,Ballari,0.53,15.82,0.69,15.47,0.1,0,24.26,"24,52,595"
26-12-2020,Ballari,0.29,15.82,0.94,15.48,0.1,0.04,24.3,"24,52,595"
27-12-2020,Ballari,0.45,15.82,0.77,15.49,0.09,0,24.3,"24,52,595"
28-12-2020,Ballari,0.53,15.83,1.18,15.5,0.09,0.04,24.34,"24,52,595"
29-12-2020,Ballari,0.57,15.83,0.82,15.51,0.08,0,24.34,"24,52,595"
30-12-2020,Ballari,0.53,15.84,0.69,15.51,0.08,0,24.34,"24,52,595"
31-12-2020,Ballari,0.33,15.84,1.06,15.52,0.08,0,24.34,"24,52,595"
01-01-2021,Ballari,0.16,15.84,1.67,15.54,0.06,0,24.34,"24,52,595"
02-01-2021,Ballari,0.9,15.85,0.94,15.55,0.06,0,24.34,"24,52,595"
03-01-2021,Ballari,0.37,15.86,1.18,15.56,0.05,0,24.34,"24,52,595"
04-01-2021,Ballari,0.61,15.86,0.73,15.57,0.05,0,24.34,"24,52,595"
05-01-2021,Ballari,0.57,15.87,0.37,15.57,0.05,0,24.34,"24,52,595"
06-01-2021,Ballari,0.41,15.87,0.45,15.58,0.05,0,24.34,"24,52,595"
07-01-2021,Ballari,0.77,15.88,0.61,15.58,0.05,0,24.34,"24,52,595"
08-01-2021,Ballari,0.86,15.89,0.37,15.59,0.06,0,24.34,"24,52,595"
09-01-2021,Ballari,0.37,15.89,0.41,15.59,0.06,0,24.34,"24,52,595"
10-01-2021,Ballari,0.73,15.9,0.49,15.6,0.06,0,24.34,"24,52,595"
11-01-2021,Ballari,0.08,15.9,0.61,15.6,0.06,0,24.34,"24,52,595"
12-01-2021,Ballari,0.57,15.91,0.65,15.61,0.05,0,24.34,"24,52,595"
13-01-2021,Ballari,0.69,15.91,0.49,15.61,0.06,0,24.34,"24,52,595"
14-01-2021,Ballari,0.49,15.92,0.57,15.62,0.06,0,24.34,"24,52,595"
15-01-2021,Ballari,0.49,15.92,0.49,15.62,0.06,0,24.34,"24,52,595"
16-01-2021,Ballari,0.33,15.93,0.73,15.63,0.05,0,24.34,"24,52,595"
17-01-2021,Ballari,0.41,15.93,0.53,15.64,0.05,0,24.34,"24,52,595"
18-01-2021,Ballari,0.29,15.93,0.57,15.64,0.05,0,24.34,"24,52,595"
19-01-2021,Ballari,0.08,15.93,0.69,15.65,0.04,0,24.34,"24,52,595"
20-01-2021,Ballari,0.37,15.94,0.57,15.66,0.04,0,24.34,"24,52,595"
21-01-2021,Ballari,0.29,15.94,0.33,15.66,0.04,0,24.34,"24,52,595"
22-01-2021,Ballari,0.29,15.94,0.37,15.66,0.04,0,24.34,"24,52,595"
23-01-2021,Ballari,0.45,15.95,0.69,15.67,0.04,0,24.34,"24,52,595"
24-01-2021,Ballari,0.24,15.95,0.53,15.67,0.03,0,24.34,"24,52,595"
25-01-2021,Ballari,0.04,15.95,0.53,15.68,0.03,0,24.34,"24,52,595"
26-01-2021,Ballari,0.12,15.95,0.33,15.68,0.03,0,24.34,"24,52,595"
27-01-2021,Ballari,0.16,15.95,0.41,15.69,0.02,0,24.34,"24,52,595"
28-01-2021,Ballari,0.08,15.95,0.29,15.69,0.02,0,24.34,"24,52,595"
29-01-2021,Ballari,0.12,15.96,0.41,15.69,0.02,0,24.34,"24,52,595"
30-01-2021,Ballari,0.16,15.96,0.33,15.7,0.02,0,24.34,"24,52,595"
31-01-2021,Ballari,0.2,15.96,0.24,15.7,0.02,0,24.34,"24,52,595"
01-02-2021,Ballari,0.16,15.96,0.2,15.7,0.02,0,24.34,"24,52,595"
02-02-2021,Ballari,0.45,15.97,0.33,15.7,0.02,0,24.34,"24,52,595"
03-02-2021,Ballari,0.2,15.97,0.2,15.71,0.02,0,24.34,"24,52,595"
04-02-2021,Ballari,0.24,15.97,0.2,15.71,0.02,0,24.34,"24,52,595"
05-02-2021,Ballari,0.12,15.97,0.16,15.71,0.02,0,24.34,"24,52,595"
06-02-2021,Ballari,0.08,15.97,0.12,15.71,0.02,0,24.34,"24,52,595"
07-02-2021,Ballari,0.04,15.97,0.08,15.71,0.02,0,24.34,"24,52,595"
08-02-2021,Ballari,0.12,15.97,0.16,15.71,0.02,0,24.34,"24,52,595"
09-02-2021,Ballari,0.2,15.98,0.2,15.72,0.02,0,24.34,"24,52,595"
10-02-2021,Ballari,0.04,15.98,0.2,15.72,0.01,0,24.34,"24,52,595"
11-02-2021,Ballari,0.16,15.98,0.24,15.72,0.01,0,24.34,"24,52,595"
12-02-2021,Ballari,0.12,15.98,0.2,15.72,0.01,0,24.34,"24,52,595"
13-02-2021,Ballari,0.04,15.98,0.24,15.73,0.01,0,24.34,"24,52,595"
14-02-2021,Ballari,0.04,15.98,0.12,15.73,0.01,0,24.34,"24,52,595"
15-02-2021,Ballari,0.2,15.98,0.08,15.73,0.01,0,24.34,"24,52,595"
16-02-2021,Ballari,0,15.98,0.12,15.73,0.01,0,24.34,"24,52,595"
17-02-2021,Ballari,0.08,15.98,0.12,15.73,0.01,0,24.34,"24,52,595"
18-02-2021,Ballari,0,15.98,0.16,15.73,0.01,0,24.34,"24,52,595"
19-02-2021,Ballari,0.24,15.99,0.16,15.73,0.01,0,24.34,"24,52,595"
20-02-2021,Ballari,0.24,15.99,0.12,15.73,0.01,0,24.34,"24,52,595"
21-02-2021,Ballari,0.2,15.99,0.08,15.74,0.01,0,24.34,"24,52,595"
22-02-2021,Ballari,0.16,15.99,0.08,15.74,0.01,0,24.34,"24,52,595"
23-02-2021,Ballari,0.2,15.99,0.08,15.74,0.01,0,24.34,"24,52,595"
24-02-2021,Ballari,0.33,16,0.16,15.74,0.02,0,24.34,"24,52,595"
25-02-2021,Ballari,0.37,16,0.04,15.74,0.02,0,24.34,"24,52,595"
26-02-2021,Ballari,0.41,16,0.04,15.74,0.02,0,24.34,"24,52,595"
27-02-2021,Ballari,0.41,16.01,0.04,15.74,0.03,0,24.34,"24,52,595"
28-02-2021,Ballari,0.33,16.01,0.16,15.74,0.03,0,24.34,"24,52,595"
01-03-2021,Ballari,0.33,16.02,0.16,15.74,0.03,0,24.34,"24,52,595"
02-03-2021,Ballari,0.2,16.02,0.2,15.74,0.03,0,24.34,"24,52,595"
02-03-2021,Ballari,-0.3,0.75,-0.02,0.75,-0.04,0.01,3.93,"24,52,595"
03-03-2021,Ballari,0.16,16.02,0.16,15.75,0.03,0,24.34,"24,52,595"
04-03-2021,Ballari,0.33,16.02,0.16,15.75,0.03,0,24.34,"24,52,595"
05-03-2021,Ballari,0.29,16.03,0.12,15.75,0.03,0,24.34,"24,52,595"
06-03-2021,Ballari,0.33,16.03,0.33,15.75,0.03,0,24.34,"24,52,595"
07-03-2021,Ballari,0.08,16.03,0.41,15.76,0.03,0,24.34,"24,52,595"
08-03-2021,Ballari,0.16,16.03,0.45,15.76,0.03,0,24.34,"24,52,595"
09-03-2021,Ballari,1.06,16.04,0.37,15.76,0.03,0,24.34,"24,52,595"
10-03-2021,Ballari,0.24,16.04,0.24,15.77,0.03,0,24.34,"24,52,595"
11-03-2021,Ballari,0.82,16.05,0.33,15.77,0.04,0,24.34,"24,52,595"
12-03-2021,Ballari,0.69,16.06,0.29,15.77,0.04,0,24.34,"24,52,595"
13-03-2021,Ballari,0.16,16.06,0.16,15.78,0.04,0,24.34,"24,52,595"
14-03-2021,Ballari,0.37,16.06,0.33,15.78,0.04,0,24.34,"24,52,595"
15-03-2021,Ballari,0.73,16.07,0.33,15.78,0.05,0,24.34,"24,52,595"
16-03-2021,Ballari,0.37,16.08,0.29,15.78,0.05,0,24.34,"24,52,595"
17-03-2021,Ballari,0.2,16.08,0.12,15.79,0.05,0,24.34,"24,52,595"
18-03-2021,Ballari,0.33,16.08,1.06,15.8,0.04,0,24.34,"24,52,595"
19-03-2021,Ballari,0.33,16.08,0.12,15.79,0.05,0,24.34,"24,52,595"
20-03-2021,Ballari,1.06,16.09,0.24,15.8,0.05,0,24.34,"24,52,595"
21-03-2021,Ballari,0.45,16.1,0.29,15.8,0.05,0,24.34,"24,52,595"
22-03-2021,Ballari,0.37,16.1,1.22,15.82,0.04,0,24.34,"24,52,595"
23-03-2021,Ballari,1.59,16.12,0.16,15.82,0.06,0,24.34,"24,52,595"
24-03-2021,Ballari,1.39,16.13,0.53,15.82,0.07,0,24.34,"24,52,595"
25-03-2021,Ballari,0.61,16.14,0.77,15.83,0.06,0.04,24.38,"24,52,595"
26-03-2021,Ballari,1.1,16.15,0.24,15.83,0.07,0,24.38,"24,52,595"
27-03-2021,Ballari,0.86,16.16,0.12,15.83,0.08,0,24.38,"24,52,595"
28-03-2021,Ballari,2.16,16.18,0.37,15.84,0.1,0,24.38,"24,52,595"
29-03-2021,Ballari,1.35,16.19,0.33,15.84,0.11,0,24.38,"24,52,595"
30-03-2021,Ballari,1.96,16.21,1.06,15.85,0.12,0,24.38,"24,52,595"
31-03-2021,Ballari,2.77,16.24,0.45,15.86,0.14,0,24.38,"24,52,595"
01-04-2021,Ballari,1.02,16.25,0.41,15.86,0.15,0,24.38,"24,52,595"
02-04-2021,Ballari,1.39,16.26,1.55,15.88,0.15,0,24.38,"24,52,595"
03-04-2021,Ballari,0.94,16.27,1.39,15.89,0.14,0,24.38,"24,52,595"
04-04-2021,Ballari,3.79,16.31,0.57,15.89,0.17,0,24.38,"24,52,595"
05-04-2021,Ballari,1.63,16.33,1.1,15.91,0.18,0.04,24.42,"24,52,595"
06-04-2021,Ballari,3.55,16.36,0.9,15.91,0.2,0.04,24.46,"24,52,595"
07-04-2021,Ballari,2,16.38,2.45,15.94,0.2,0.04,24.5,"24,52,595"
08-04-2021,Ballari,5.14,16.43,1.1,15.95,0.24,0,24.5,"24,52,595"
09-04-2021,Ballari,3.55,16.47,2,15.97,0.25,0.04,24.55,"24,52,595"
10-04-2021,Ballari,2.53,16.5,2.73,16,0.25,0.04,24.59,"24,52,595"
11-04-2021,Ballari,4.2,16.54,0.86,16.01,0.29,0,24.59,"24,52,595"
12-04-2021,Ballari,5.38,16.59,1.43,16.02,0.32,0.04,24.63,"24,52,595"
13-04-2021,Ballari,6.85,16.66,1.02,16.03,0.38,0,24.63,"24,52,595"
14-04-2021,Ballari,6.48,16.72,3.83,16.07,0.41,0.04,24.67,"24,52,595"
15-04-2021,Ballari,8.15,16.81,1.55,16.08,0.47,0.24,24.91,"24,52,595"
16-04-2021,Ballari,11.38,16.92,3.18,16.12,0.55,0.04,24.95,"24,52,595"
17-04-2021,Ballari,14.47,17.06,1.67,16.13,0.68,0.08,25.03,"24,52,595"
18-04-2021,Ballari,9.7,17.16,4.12,16.17,0.74,0.08,25.12,"24,52,595"
19-04-2021,Ballari,10.11,17.26,3.42,16.21,0.8,0.04,25.16,"24,52,595"
20-04-2021,Ballari,16.55,17.43,3.14,16.24,0.94,0.2,25.36,"24,52,595"
21-04-2021,Ballari,32.29,17.75,2.41,16.26,1.23,0.16,25.52,"24,52,595"
